  ID    epoch(MJD)       a(AU)            e             i(deg)         LAN(deg)      argperi(deg)       M(deg)
29883   64328        3.026000e+00    1.037000e-01    1.076000e+01    8.335000e+01    2.841400e+02    3.001767e+02
29884   64328        2.436000e+00    2.084000e-01    1.272000e+01    4.032000e+01    2.400500e+02    2.772012e+02
29885   64328        2.791000e+00    2.812000e-01    1.565000e+01    1.131500e+02    2.504300e+02    8.439958e+01
29886   64328        2.919000e+00    1.836000e-01    4.630000e+00    1.744100e+02    1.003500e+02    2.575888e+02
29887   64328        2.705000e+00    1.102000e-01    9.090000e+00    3.560100e+02    2.847700e+02    1.484755e+02
29888   64328        3.072000e+00    6.970000e-02    1.692000e+01    1.112000e+02    3.549500e+02    2.573752e+02
29889   64328        3.138000e+00    1.902000e-01    1.795000e+01    1.211800e+02    1.407000e+01    1.277038e+02
29890   64328        2.380000e+00    1.222000e-01    1.335000e+01    1.355300e+02    7.630000e+00    2.436023e+02
29891   64328        2.755000e+00    2.424000e-01    6.690000e+00    2.534300e+02    2.897100e+02    1.232117e+01
29892   64328        3.199000e+00    8.040000e-02    2.455000e+01    1.656000e+01    3.512000e+02    4.668017e+01
29893   64328        3.161000e+00    2.791000e-01    1.397000e+01    1.611200e+02    1.241800e+02    1.833274e+02
29894   64328        2.734000e+00    2.080000e-01    1.322000e+01    6.112000e+01    2.851500e+02    2.988972e+02
29895   64328        2.277000e+00    1.374000e-01    6.710000e+00    3.838000e+01    1.499500e+02    1.107508e+02
29896   64328        3.174000e+00    2.020000e-01    1.472000e+01    2.900500e+02    1.138300e+02    6.513368e+01
29897   64328        1.906000e+00    4.480000e-02    2.159000e+01    3.850000e+00    1.924300e+02    2.459012e+02
29898   64328        2.671000e+00    1.907000e-01    1.228000e+01    2.523600e+02    3.233000e+01    1.276201e+02
29899   64328        2.772000e+00    3.052000e-01    7.140000e+00    3.117500e+02    4.844000e+01    9.826704e+01
29900   64328        2.240000e+00    2.275000e-01    5.970000e+00    8.940000e+00    2.707300e+02    2.552152e+02
29901   64328        2.754000e+00    1.638000e-01    1.211000e+01    3.393500e+02    5.775000e+01    2.429228e+02
29902   64328        2.813000e+00    1.210000e-01    5.190000e+00    4.943000e+01    3.263200e+02    1.893232e+02
29903   64328        3.120000e+00    1.935000e-01    9.770000e+00    2.846000e+01    8.434000e+01    2.118815e+02
29904   64328        2.766000e+00    1.893000e-01    7.200000e+00    3.572200e+02    9.977000e+01    2.200051e+02
29905   64328        2.654000e+00    2.917000e-01    1.684000e+01    1.158800e+02    1.444000e+02    2.891887e+02
29906   64328        2.558000e+00    2.361000e-01    4.590000e+00    1.750200e+02    2.453700e+02    7.709655e+01
29907   64328        2.320000e+00    5.590000e-02    5.930000e+00    3.078400e+02    2.030200e+02    2.738778e+01
29908   64328        3.083000e+00    6.490000e-02    1.035000e+01    2.247500e+02    1.167700e+02    2.736332e+02
29909   64328        2.761000e+00    8.430000e-02    4.470000e+00    2.285400e+02    2.152400e+02    1.905160e+01
29910   64328        2.634000e+00    3.210000e-01    1.351000e+01    1.298100e+02    2.435900e+02    1.954472e+02
29911   64328        2.858000e+00    1.284000e-01    1.867000e+01    6.760000e+01    3.245600e+02    1.866607e+02
29912   64328        2.894000e+00    2.700000e-02    2.440000e+00    2.273000e+01    2.806100e+02    2.730593e+02
29913   64328        2.925000e+00    4.730000e-02    1.800000e+00    1.757400e+02    3.147900e+02    1.246867e+02
29914   64328        2.257000e+00    1.070000e-01    1.840000e+00    3.140900e+02    2.003300e+02    8.026353e+01
29915   64328        3.162000e+00    1.608000e-01    4.940000e+00    2.206800e+02    1.165100e+02    1.343607e+02
29916   64328        2.259000e+00    1.088000e-01    2.420000e+00    2.709300e+02    1.076100e+02    5.260140e-01
29917   64328        2.796000e+00    1.090000e-01    6.150000e+00    1.288000e+02    1.936100e+02    1.162833e+02
29918   64328        3.142000e+00    7.710000e-02    9.650000e+00    1.958000e+01    2.904800e+02    5.978121e+01
29919   64328        2.776000e+00    1.731000e-01    8.370000e+00    5.729000e+01    2.641500e+02    1.049778e+02
29920   64328        2.315000e+00    2.640000e-01    2.459000e+01    2.064000e+02    1.868000e+02    1.131215e+02
29921   64328        2.556000e+00    1.454000e-01    2.000000e+00    1.330700e+02    1.971300e+02    2.918271e+02
29922   64328        3.211000e+00    1.183000e-01    1.220000e+00    3.058500e+02    7.033000e+01    8.697185e+01
29923   64328        3.019000e+00    1.121000e-01    1.167000e+01    3.099400e+02    3.001200e+02    1.940572e+02
29924   64328        2.850000e+00    1.130000e-02    2.410000e+00    1.643900e+02    2.921500e+02    1.461225e+02
29925   64328        3.175000e+00    6.190000e-02    2.745000e+01    5.010000e+01    1.838600e+02    1.709108e+02
29926   64328        2.923000e+00    7.950000e-02    1.288000e+01    6.758000e+01    2.837400e+02    2.265725e+02
29927   64328        2.797000e+00    1.954000e-01    3.690000e+00    2.484000e+01    3.195400e+02    3.113014e+02
29928   64328        2.458000e+00    2.754000e-01    3.060000e+00    3.188500e+02    3.279600e+02    2.533876e+02
29929   64328        2.952000e+00    2.560000e-02    9.480000e+00    3.135800e+02    6.866000e+01    1.251754e+02
29930   64328        2.716000e+00    3.790000e-02    8.560000e+00    1.390100e+02    2.081700e+02    6.901749e+01
29931   64328        2.301000e+00    5.930000e-02    5.330000e+00    8.924000e+01    6.338000e+01    1.982625e+02
29932   64328        2.637000e+00    1.337000e-01    9.880000e+00    3.286200e+02    3.093100e+02    2.262862e+02
29933   64328        1.943000e+00    5.310000e-02    2.455000e+01    1.134400e+02    3.217000e+01    2.891783e+01
29934   64328        3.113000e+00    1.936000e-01    3.640000e+00    3.537000e+01    2.775100e+02    9.638450e+01
29935   64328        2.274000e+00    1.918000e-01    6.010000e+00    2.309000e+01    3.170700e+02    3.969195e+01
29936   64328        3.203000e+00    1.579000e-01    2.507000e+01    2.867700e+02    2.231900e+02    1.096195e+02
29937   64328        2.246000e+00    1.714000e-01    2.550000e+00    1.926700e+02    6.613000e+01    3.976449e+01
29938   64328        2.557000e+00    3.032000e-01    1.225000e+01    3.226100e+02    4.059000e+01    1.094165e+02
29939   64328        2.403000e+00    1.260000e-01    4.050000e+00    1.172000e+02    2.823400e+02    2.722035e+02
29940   64328        2.561000e+00    1.947000e-01    1.225000e+01    1.964200e+02    1.716700e+02    3.521804e+02
29941   64328        3.228000e+00    9.700000e-02    2.104000e+01    2.204600e+02    5.942000e+01    6.779280e+01
29942   64328        3.069000e+00    7.150000e-02    9.030000e+00    2.491700e+02    1.115300e+02    2.081208e+02
29943   64328        3.203000e+00    1.400000e-01    2.612000e+01    3.283800e+02    3.366800e+02    7.352952e+01
29944   64328        2.717000e+00    1.837000e-01    9.700000e-01    2.344800e+02    1.862400e+02    3.118971e+02
29945   64328        2.672000e+00    5.110000e-02    2.603000e+01    2.559200e+02    2.344100e+02    1.461627e+01
29946   64328        3.132000e+00    1.487000e-01    1.344000e+01    9.200000e+01    3.010200e+02    1.044020e+02
29947   64328        2.655000e+00    9.210000e-02    1.412000e+01    1.625200e+02    3.464900e+02    1.923356e+02
29948   64328        3.151000e+00    2.817000e-01    1.183000e+01    1.126500e+02    3.101300e+02    2.164706e+02
29949   64328        3.089000e+00    1.274000e-01    4.700000e+00    3.367100e+02    2.850600e+02    3.489624e+02
29950   64328        3.020000e+00    9.330000e-02    1.760000e+00    3.405500e+02    3.122000e+02    3.165046e+02
29951   64328        1.881000e+00    1.117000e-01    2.325000e+01    2.001900e+02    2.023300e+02    1.270151e+02
29952   64328        3.096000e+00    5.500000e-02    1.104000e+01    1.291800e+02    9.278000e+01    2.498861e+02
29953   64328        3.036000e+00    6.410000e-02    9.830000e+00    2.933900e+02    3.379000e+02    2.789713e+02
29954   64328        2.403000e+00    2.322000e-01    7.300000e+00    1.858300e+02    1.565500e+02    2.254735e+02
29955   64328        3.226000e+00    1.812000e-01    2.644000e+01    3.511800e+02    4.141000e+01    1.218385e+02
29956   64328        2.300000e+00    1.698000e-01    2.774000e+01    1.899000e+01    1.234200e+02    2.255665e+02
29957   64328        3.053000e+00    1.680000e-02    8.980000e+00    2.332400e+02    6.158000e+01    1.519047e+02
29958   64328        2.818000e+00    7.420000e-02    5.590000e+00    1.004900e+02    2.361700e+02    2.255681e+01
29959   64328        2.437000e+00    1.146000e-01    5.470000e+00    3.085600e+02    3.182000e+02    1.861488e+02
29960   64328        2.578000e+00    1.796000e-01    1.081000e+01    1.105400e+02    1.575900e+02    2.941472e+02
29961   64328        2.387000e+00    1.602000e-01    2.420000e+00    1.798200e+02    2.244800e+02    3.259595e+02
29962   64328        2.668000e+00    1.660000e-01    1.436000e+01    1.340000e+02    1.649200e+02    1.662850e+02
29963   64328        2.284000e+00    2.449000e-01    5.000000e+00    2.215100e+02    2.883000e+02    3.118442e+02
29964   64328        2.698000e+00    1.280000e-01    1.108000e+01    3.330100e+02    1.632600e+02    5.266198e+01
29965   64328        2.775000e+00    2.156000e-01    8.470000e+00    3.526000e+01    2.408000e+01    1.709794e+02
29966   64328        2.759000e+00    7.060000e-02    5.430000e+00    1.050800e+02    2.898100e+02    3.002595e+02
29967   64328        2.405000e+00    3.560000e-02    1.286000e+01    1.315500e+02    1.644700e+02    9.389341e+00
29968   64328        2.596000e+00    2.949000e-01    1.375000e+01    1.837000e+02    1.656800e+02    1.942031e+02
29969   64328        3.064000e+00    3.111000e-01    5.850000e+00    1.850600e+02    1.200400e+02    2.227435e+02
29970   64328        2.767000e+00    2.359000e-01    1.869000e+01    3.146400e+02    3.704000e+01    1.183793e+02
29971   64328        2.276000e+00    1.839000e-01    5.050000e+00    2.256600e+02    6.899000e+01    9.596894e+00
29972   64328        3.107000e+00    1.856000e-01    2.793000e+01    2.397000e+02    1.883000e+02    2.327793e+02
29973   64328        2.690000e+00    1.890000e-01    1.159000e+01    3.415100e+02    3.331300e+02    1.107770e+01
29974   64328        2.251000e+00    9.720000e-02    7.470000e+00    2.124300e+02    2.070000e+02    2.125894e+02
29975   64328        3.071000e+00    9.550000e-02    1.047000e+01    3.384600e+02    4.782000e+01    1.167501e+02
29976   64328        2.667000e+00    2.650000e-01    1.408000e+01    3.423500e+02    5.070000e+00    1.922510e+02
29977   64328        3.097000e+00    1.542000e-01    1.477000e+01    2.048000e+01    5.418000e+01    1.102493e+02
29978   64328        2.647000e+00    2.314000e-01    1.143000e+01    3.264200e+02    2.313500e+02    2.700259e+02
29979   64328        2.768000e+00    1.600000e-01    7.340000e+00    3.331700e+02    1.684700e+02    2.030539e+02
29980   64328        2.461000e+00    1.317000e-01    2.250000e+00    3.503700e+02    1.606700e+02    2.892007e+02
29981   64328        3.036000e+00    8.120000e-02    8.160000e+00    3.371100e+02    2.130500e+02    2.206313e+02
29982   64328        3.072000e+00    4.490000e-02    1.083000e+01    1.292600e+02    5.262000e+01    1.984952e+02
29983   64328        1.935000e+00    3.340000e-02    2.308000e+01    1.900900e+02    1.543100e+02    1.668722e+01
29984   64328        2.273000e+00    1.890000e-01    5.770000e+00    1.522600e+02    2.112300e+02    1.878909e+02
29985   64328        2.662000e+00    7.060000e-02    1.643000e+01    1.262300e+02    2.620000e+01    2.556392e+02
29986   64328        3.066000e+00    1.242000e-01    9.310000e+00    2.216000e+01    2.764700e+02    2.288494e+02
29987   64328        2.533000e+00    1.247000e-01    1.260000e+01    3.154700e+02    1.325700e+02    7.209571e+01
29988   64328        2.591000e+00    2.417000e-01    9.250000e+00    3.591000e+02    1.254000e+01    2.977031e+02
29989   64328        2.630000e+00    2.054000e-01    9.260000e+00    3.286100e+02    2.570000e+01    8.089737e+00
29990   64328        2.690000e+00    2.005000e-01    1.206000e+01    1.885400e+02    1.850000e+02    3.369277e+02
29991   64328        2.689000e+00    1.318000e-01    1.319000e+01    1.885000e+02    2.134300e+02    2.427420e+02
29992   64328        2.188000e+00    1.680000e-01    5.280000e+00    2.735500e+02    2.638000e+01    7.329141e+01
29993   64328        2.782000e+00    1.376000e-01    8.650000e+00    3.568600e+02    2.989500e+02    2.389679e+02
29994   64328        2.258000e+00    1.044000e-01    6.210000e+00    9.974000e+01    6.190000e+00    1.256193e+02
29995   64328        2.919000e+00    2.055000e-01    1.302000e+01    3.313800e+02    2.508500e+02    2.940288e+02
29996   64328        3.219000e+00    1.255000e-01    1.960000e+01    1.350800e+02    6.706000e+01    3.282122e+02
29997   64328        3.076000e+00    2.073000e-01    4.130000e+00    7.452000e+01    3.089400e+02    1.238790e+02
29998   64328        2.772000e+00    2.169000e-01    3.660000e+00    3.434000e+02    1.516000e+01    3.481570e+02
29999   64328        3.194000e+00    5.610000e-02    1.297000e+01    1.616000e+01    3.250600e+02    1.370524e+02
30000   64328        2.624000e+00    1.873000e-01    9.330000e+00    3.517300e+02    3.241500e+02    1.707006e+02
30001   64328        3.036000e+00    7.820000e-02    8.020000e+00    8.176000e+01    1.195600e+02    1.727113e+02
30002   64328        3.139000e+00    3.402000e-01    2.201000e+01    7.282000e+01    2.522200e+02    1.946402e+02
30003   64328        1.975000e+00    7.880000e-02    1.889000e+01    3.470000e+00    9.930000e+00    2.009130e+02
30004   64328        2.922000e+00    1.033000e-01    1.157000e+01    2.806000e+01    3.260600e+02    6.523098e+01
30005   64328        2.608000e+00    1.172000e-01    2.804000e+01    1.332800e+02    1.231800e+02    1.457175e+02
30006   64328        3.164000e+00    9.220000e-02    9.570000e+00    1.767700e+02    2.323900e+02    3.003882e+02
30007   64328        2.744000e+00    9.700000e-02    4.460000e+00    1.493900e+02    1.881500e+02    1.122656e+02
30008   64328        2.689000e+00    2.505000e-01    1.234000e+01    2.103900e+02    2.428500e+02    3.210720e+02
30009   64328        3.077000e+00    1.096000e-01    3.050000e+00    2.751800e+02    3.306000e+01    2.194058e+02
30010   64328        3.160000e+00    1.999000e-01    1.607000e+01    2.612200e+02    1.524600e+02    1.774643e+02
30011   64328        2.975000e+00    1.008000e-01    1.096000e+01    3.549600e+02    3.275000e+01    2.423312e+02
30012   64328        2.601000e+00    9.740000e-02    1.452000e+01    2.621700e+02    3.572000e+02    3.055579e+02
30013   64328        2.265000e+00    2.162000e-01    8.720000e+00    1.311000e+01    3.551100e+02    2.336466e+02
30014   64328        3.116000e+00    1.603000e-01    1.112000e+01    1.450800e+02    3.245000e+01    1.749414e+02
30015   64328        2.781000e+00    1.928000e-01    1.697000e+01    2.131200e+02    2.297000e+01    4.917673e+01
30016   64328        3.021000e+00    7.620000e-02    7.390000e+00    3.111500e+02    2.137600e+02    8.378244e+01
30017   64328        2.581000e+00    1.920000e-01    1.196000e+01    1.743000e+02    2.912600e+02    7.067968e+00
30018   64328        3.060000e+00    7.490000e-02    1.977000e+01    2.251100e+02    1.397400e+02    3.572456e+02
30019   64328        2.247000e+00    4.620000e-02    4.250000e+00    2.055400e+02    2.982900e+02    1.275895e+02
30020   64328        2.214000e+00    1.204000e-01    6.280000e+00    9.812000e+01    8.956000e+01    2.748029e+02
30021   64328        2.760000e+00    4.950000e-02    1.210000e+00    1.842500e+02    3.485300e+02    3.075503e+02
30022   64328        3.054000e+00    5.970000e-02    1.026000e+01    1.370000e+01    1.609500e+02    1.972838e+02
30023   64328        1.918000e+00    6.300000e-02    2.359000e+01    1.397500e+02    5.746000e+01    2.297695e+02
30024   64328        3.030000e+00    2.850000e-01    1.362000e+01    1.937400e+02    1.593500e+02    3.398384e+02
30025   64328        3.148000e+00    5.390000e-02    1.399000e+01    1.344200e+02    1.267500e+02    2.159139e+01
30026   64328        3.122000e+00    6.620000e-02    2.064000e+01    1.720000e+01    2.721900e+02    3.214135e+02
30027   64328        2.854000e+00    8.080000e-02    2.310000e+00    1.605300e+02    1.781900e+02    9.433199e+00
30028   64328        3.223000e+00    9.740000e-02    1.343000e+01    2.660300e+02    2.325500e+02    4.975414e+01
30029   64328        2.770000e+00    7.060000e-02    4.260000e+00    1.783000e+02    1.442200e+02    3.434345e+02
30030   64328        2.454000e+00    2.456000e-01    8.660000e+00    5.629000e+01    6.180000e+00    6.694027e+01
30031   64328        2.529000e+00    1.414000e-01    9.070000e+00    3.186800e+02    2.830100e+02    2.911314e+01
30032   64328        2.991000e+00    1.152000e-01    9.170000e+00    2.063700e+02    2.828600e+02    3.230218e+02
30033   64328        2.614000e+00    1.593000e-01    1.585000e+01    1.475400e+02    3.042700e+02    2.680713e+02
30034   64328        2.299000e+00    7.820000e-02    7.770000e+00    2.704700e+02    2.913700e+02    9.117137e+01
30035   64328        2.615000e+00    1.098000e-01    9.310000e+00    9.320000e+01    9.075000e+01    2.881056e+02
30036   64328        3.165000e+00    8.550000e-02    7.680000e+00    2.516500e+02    8.072000e+01    2.145124e+02
30037   64328        3.162000e+00    1.458000e-01    4.770000e+00    1.225700e+02    8.600000e+00    1.024107e+02
30038   64328        3.106000e+00    3.610000e-02    1.041000e+01    3.437700e+02    1.150800e+02    1.752929e+02
30039   64328        2.341000e+00    2.093000e-01    3.260000e+00    2.063700e+02    1.951600e+02    3.038223e+02
30040   64328        3.230000e+00    1.481000e-01    2.710000e+01    2.741400e+02    3.457900e+02    4.855820e+01
30041   64328        2.414000e+00    1.996000e-01    1.500000e+00    2.276000e+02    1.798600e+02    2.728539e+02
30042   64328        3.129000e+00    1.333000e-01    2.748000e+01    6.060000e+00    1.823400e+02    1.277902e+02
30043   64328        3.105000e+00    3.440000e-02    8.650000e+00    2.900900e+02    2.671400e+02    3.316968e+02
30044   64328        3.147000e+00    1.293000e-01    5.490000e+00    1.814700e+02    1.803000e+02    2.721323e+02
30045   64328        2.604000e+00    1.257000e-01    1.357000e+01    3.566500e+02    2.708700e+02    1.108399e+02
30046   64328        2.831000e+00    3.760000e-02    2.000000e+00    1.951000e+01    5.995000e+01    1.475561e+02
30047   64328        3.086000e+00    2.248000e-01    6.060000e+00    2.254500e+02    1.791900e+02    2.721713e+02
30048   64328        3.111000e+00    8.910000e-02    1.166000e+01    6.586000e+01    3.193000e+02    2.496782e+02
30049   64328        2.706000e+00    1.322000e-01    1.179000e+01    2.736400e+02    2.872100e+02    2.932595e+02
30050   64328        2.643000e+00    2.125000e-01    1.260000e+01    3.999000e+01    7.295000e+01    2.602593e+02
30051   64328        2.640000e+00    2.070000e-02    1.380000e+00    3.730000e+00    1.201600e+02    3.155202e+02
30052   64328        3.232000e+00    1.737000e-01    1.692000e+01    1.379400e+02    2.234200e+02    1.710447e+02
30053   64328        3.146000e+00    1.210000e-01    5.490000e+00    4.418000e+01    2.443300e+02    1.587035e+02
30054   64328        3.182000e+00    8.990000e-02    1.012000e+01    1.116300e+02    2.761000e+02    2.667892e+02
30055   64328        3.224000e+00    1.844000e-01    2.674000e+01    1.250700e+02    1.109900e+02    7.708532e+01
30056   64328        3.133000e+00    1.740000e-02    5.040000e+00    2.178600e+02    1.676700e+02    6.190652e+01
30057   64328        2.746000e+00    5.320000e-02    1.430000e+00    6.234000e+01    1.887200e+02    5.353311e+01
30058   64328        2.790000e+00    7.570000e-02    4.970000e+00    1.490200e+02    2.504800e+02    2.321642e+02
30059   64328        2.917000e+00    4.530000e-02    4.540000e+00    2.723000e+02    2.276000e+01    2.801893e+02
30060   64328        2.959000e+00    1.024000e-01    1.092000e+01    9.660000e+01    2.679700e+02    1.144949e+02
30061   64328        2.645000e+00    1.523000e-01    8.160000e+00    1.921000e+01    2.008400e+02    3.037147e+01
30062   64328        2.856000e+00    2.081000e-01    7.200000e+00    2.529300e+02    1.613400e+02    7.196109e+01
30063   64328        2.436000e+00    1.186000e-01    1.656000e+01    6.221000e+01    2.729400e+02    3.014312e+02
30064   64328        2.611000e+00    4.880000e-02    1.441000e+01    5.627000e+01    2.355200e+02    6.417715e-01
30065   64328        2.788000e+00    7.380000e-02    4.640000e+00    2.688000e+01    7.930000e+00    3.117149e+02
30066   64328        2.288000e+00    9.360000e-02    2.740000e+00    7.446000e+01    9.378000e+01    1.325519e+01
30067   64328        3.160000e+00    1.650000e-01    2.020000e+00    5.466000e+01    1.715300e+02    1.990843e+02
30068   64328        2.764000e+00    6.470000e-02    4.260000e+00    3.014500e+02    7.835000e+01    2.380183e+02
30069   64328        2.380000e+00    2.568000e-01    1.097000e+01    2.851000e+02    1.068000e+01    1.312523e+02
30070   64328        3.149000e+00    3.790000e-02    9.150000e+00    3.229900e+02    3.369400e+02    2.652408e+02
30071   64328        3.082000e+00    1.126000e-01    5.250000e+00    4.627000e+01    1.900800e+02    2.343045e+02
30072   64328        3.084000e+00    5.650000e-02    1.037000e+01    1.420700e+02    1.338000e+02    2.578422e+02
30073   64328        2.757000e+00    7.800000e-02    4.050000e+00    2.405800e+02    1.535800e+02    8.071939e+01
30074   64328        3.188000e+00    7.330000e-02    2.063000e+01    2.925000e+01    2.085700e+02    3.565062e+01
30075   64328        2.618000e+00    1.904000e-01    1.308000e+01    8.634000e+01    2.171700e+02    2.324021e+02
30076   64328        2.652000e+00    2.227000e-01    1.510000e+00    7.306000e+01    2.106000e+01    1.322766e+02
30077   64328        2.785000e+00    2.016000e-01    1.098000e+01    9.432000e+01    1.934800e+02    1.082343e+02
30078   64328        3.180000e+00    1.082000e-01    8.480000e+00    2.577200e+02    1.958400e+02    2.245711e+02
30079   64328        2.753000e+00    9.180000e-02    1.021000e+01    9.307000e+01    1.446900e+02    1.560249e+02
30080   64328        1.820000e+00    8.640000e-02    1.814000e+01    2.309000e+02    4.864000e+01    2.261313e+02
30081   64328        2.350000e+00    1.268000e-01    3.620000e+00    5.761000e+01    2.787300e+02    1.090214e+02
30082   64328        2.563000e+00    1.500000e-01    1.213000e+01    2.674400e+02    1.733100e+02    8.424604e+01
30083   64328        2.565000e+00    5.100000e-02    2.737000e+01    1.710900e+02    9.450000e+00    1.107442e+02
30084   64328        2.579000e+00    1.373000e-01    1.584000e+01    1.345600e+02    1.543900e+02    3.518702e+02
30085   64328        2.771000e+00    1.802000e-01    1.277000e+01    2.714800e+02    2.011000e+01    2.371105e+02
30086   64328        1.414000e+00    2.950000e-01    2.028000e+01    1.780000e+01    1.617000e+02    2.581167e+02
30087   64328        2.454000e+00    2.804000e-01    1.283000e+01    1.586000e+02    1.751200e+02    2.572903e+02
30088   64328        2.990000e+00    6.740000e-02    1.033000e+01    3.524500e+02    2.786700e+02    2.537247e+02
30089   64328        3.093000e+00    9.690000e-02    7.800000e+00    2.351700e+02    1.597200e+02    2.990583e+02
30090   64328        3.130000e+00    6.330000e-02    1.054000e+01    2.797600e+02    1.479500e+02    1.856538e+02
30091   64328        3.057000e+00    6.030000e-02    1.010000e+01    4.403000e+01    5.389000e+01    2.763532e+02
30092   64328        2.621000e+00    1.354000e-01    1.830000e+01    1.485100e+02    6.179000e+01    3.230538e+02
30093   64328        3.208000e+00    1.409000e-01    1.756000e+01    3.232500e+02    7.482000e+01    2.165601e+02
30094   64328        3.420000e+00    2.156000e-01    1.971000e+01    2.966000e+02    2.433700e+02    3.271807e+02
30095   64328        2.727000e+00    1.904000e-01    1.737000e+01    1.317200e+02    2.930000e+02    2.287708e+02
30096   64328        2.749000e+00    2.200000e-03    6.420000e+00    1.192000e+02    1.858700e+02    1.869181e+02
30097   64328        2.996000e+00    1.136000e-01    1.126000e+01    5.721000e+01    3.219900e+02    2.142929e+02
30098   64328        2.621000e+00    2.137000e-01    1.732000e+01    2.934300e+02    1.001000e+01    2.419738e+02
30099   64328        2.754000e+00    2.060000e-02    1.353000e+01    3.097600e+02    3.070100e+02    1.697228e+02
30100   64328        3.076000e+00    9.960000e-02    1.248000e+01    3.849000e+01    1.671000e+01    1.332790e+02
30101   64328        2.277000e+00    1.722000e-01    2.390000e+01    3.546700e+02    1.331400e+02    3.464508e+02
30102   64328        3.154000e+00    1.325000e-01    1.286000e+01    1.590200e+02    1.093500e+02    6.902245e+01
30103   64328        3.116000e+00    2.183000e-01    1.377000e+01    7.720000e+01    1.147400e+02    7.074136e+01
30104   64328        3.072000e+00    2.050000e-01    5.430000e+00    1.333500e+02    2.501000e+02    2.550152e+02
30105   64328        2.229000e+00    1.280000e-01    3.690000e+00    1.088700e+02    1.730200e+02    9.215129e+01
30106   64328        2.604000e+00    1.386000e-01    1.168000e+01    7.190000e+00    3.226500e+02    2.216299e+02
30107   64328        1.852000e+00    9.770000e-02    1.712000e+01    3.348500e+02    5.166000e+01    1.930864e+02
30108   64328        3.125000e+00    1.823000e-01    1.840000e+01    5.444000e+01    2.105200e+02    1.187088e+02
30109   64328        3.064000e+00    2.085000e-01    1.873000e+01    8.971000e+01    2.007600e+02    1.626935e+02
30110   64328        2.394000e+00    2.537000e-01    2.217000e+01    1.754300e+02    9.724000e+01    2.099958e+02
30111   64328        2.756000e+00    1.489000e-01    8.110000e+00    2.131100e+02    9.117000e+01    4.167004e+01
30112   64328        2.606000e+00    5.330000e-02    1.213000e+01    2.218900e+02    1.713100e+02    1.916175e+02
30113   64328        2.430000e+00    2.491000e-01    1.126000e+01    2.985000e+01    2.564400e+02    4.314134e+01
30114   64328        2.985000e+00    8.240000e-02    1.093000e+01    1.795300e+02    1.198400e+02    1.691344e+02
30115   64328        2.702000e+00    1.042000e-01    8.310000e+00    4.733000e+01    1.120300e+02    2.217066e+02
30116   64328        2.937000e+00    6.920000e-02    9.820000e+00    2.637200e+02    4.515000e+01    8.453481e+01
30117   64328        2.244000e+00    1.600000e-01    2.810000e+00    2.055700e+02    1.200000e+02    3.318974e+02
30118   64328        2.412000e+00    8.370000e-02    6.820000e+00    3.175600e+02    2.716000e+01    1.279418e+01
30119   64328        3.047000e+00    2.589000e-01    1.195000e+01    1.303100e+02    2.447300e+02    2.930970e+02
30120   64328        2.663000e+00    1.448000e-01    6.200000e-01    1.060900e+02    3.303500e+02    1.557005e+02
30121   64328        3.085000e+00    1.647000e-01    8.980000e+00    3.443100e+02    1.280200e+02    2.580516e+02
30122   64328        3.075000e+00    1.076000e-01    9.760000e+00    1.431700e+02    3.044500e+02    2.132026e+02
30123   64328        2.245000e+00    1.862000e-01    4.730000e+00    1.291800e+02    2.062800e+02    3.580705e+02
30124   64328        2.270000e+00    2.444000e-01    3.490000e+00    2.927300e+02    1.101100e+02    2.240340e+01
30125   64328        2.786000e+00    1.180000e-02    1.260000e+00    6.314000e+01    1.463800e+02    5.437736e+01
30126   64328        2.351000e+00    1.795000e-01    4.370000e+00    3.316300e+02    2.348900e+02    3.344111e+02
30127   64328        2.649000e+00    2.145000e-01    1.036000e+01    2.698900e+02    1.044300e+02    1.855725e+02
30128   64328        3.017000e+00    2.780000e-01    7.500000e-01    2.269900e+02    1.544800e+02    1.927833e+02
30129   64328        2.561000e+00    2.785000e-01    1.641000e+01    2.903000e+01    3.121000e+01    2.080404e+02
30130   64328        2.913000e+00    4.480000e-02    1.790000e+00    1.302000e+01    5.456000e+01    8.596497e+01
30131   64328        2.340000e+00    2.001000e-01    5.040000e+00    2.776900e+02    3.281500e+02    1.718010e+02
30132   64328        2.456000e+00    2.877000e-01    1.043000e+01    5.300000e+01    2.985000e+02    5.567251e+01
30133   64328        3.086000e+00    6.750000e-02    9.550000e+00    1.660000e+01    5.196000e+01    8.525132e+01
30134   64328        2.242000e+00    1.911000e-01    2.940000e+00    6.552000e+01    3.007500e+02    1.455743e+02
30135   64328        2.618000e+00    1.370000e-01    2.121000e+01    2.157500e+02    2.530800e+02    1.965821e+02
30136   64328        2.919000e+00    1.011000e-01    2.820000e+00    5.055000e+01    2.538600e+02    2.369288e+02
30137   64328        2.807000e+00    1.523000e-01    8.880000e+00    1.502200e+02    6.870000e+00    7.640774e+01
30138   64328        3.115000e+00    1.777000e-01    2.417000e+01    6.004000e+01    2.286900e+02    3.347421e+02
30139   64328        2.620000e+00    1.435000e-01    1.024000e+01    3.237800e+02    1.628000e+01    4.669600e+01
30140   64328        2.660000e+00    1.438000e-01    3.990000e+00    5.609000e+01    3.156900e+02    8.997834e+01
